"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1983","1983","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1984","1984","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1985","1985","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1986","1986","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1987","1987","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1988","1988","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1989","1989","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1990","1990","PC","Percentage","0","Units",,,0.48,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1991","1991","PC","Percentage","0","Units",,,0.48,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1992","1992","PC","Percentage","0","Units",,,0.482,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1993","1993","PC","Percentage","0","Units",,,0.51,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1994","1994","PC","Percentage","0","Units",,,0.476,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1995","1995","PC","Percentage","0","Units",,,0.322,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1996","1996","PC","Percentage","0","Units",,,0.347,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1997","1997","PC","Percentage","0","Units",,,0.355,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1998","1998","PC","Percentage","0","Units",,,0.365,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","1999","1999","PC","Percentage","0","Units",,,0.443,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2000","2000","PC","Percentage","0","Units",,,0.43,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2001","2001","PC","Percentage","0","Units",,,0.478,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2002","2002","PC","Percentage","0","Units",,,0.447,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2003","2003","PC","Percentage","0","Units",,,0.515,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2004","2004","PC","Percentage","0","Units",,,0.48,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2005","2005","PC","Percentage","0","Units",,,0.44,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2006","2006","PC","Percentage","0","Units",,,0.528,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2007","2007","PC","Percentage","0","Units",,,0.505,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2008","2008","PC","Percentage","0","Units",,,0.587,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2009","2009","PC","Percentage","0","Units",,,0.543,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2010","2010","PC","Percentage","0","Units",,,0.559,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2011","2011","PC","Percentage","0","Units",,,0.58,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2012","2012","PC","Percentage","0","Units",,,0.685,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2013","2013","PC","Percentage","0","Units",,,0.723,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2014","2014","PC","Percentage","0","Units",,,0.703,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2015","2015","PC","Percentage","0","Units",,,0.777,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2016","2016","PC","Percentage","0","Units",,,0.799,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2017","2017","PC","Percentage","0","Units",,,0.837,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2018","2018","PC","Percentage","0","Units",,,0.874,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","ITA","Italy","2019","2019","PC","Percentage","0","Units",,,0.879,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1980","1980","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1981","1981","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1982","1982","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1983","1983","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1984","1984","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1985","1985","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1986","1986","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1987","1987","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1988","1988","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1989","1989","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1990","1990","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1991","1991","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1992","1992","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1993","1993","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1994","1994","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1995","1995","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1996","1996","PC","Percentage","0","Units",,,,"a","Data do not exist"
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1997","1997","PC","Percentage","0","Units",,,2.925,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1998","1998","PC","Percentage","0","Units",,,3.099,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","1999","1999","PC","Percentage","0","Units",,,3.154,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2000","2000","PC","Percentage","0","Units",,,3.012,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2001","2001","PC","Percentage","0","Units",,,3.255,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2002","2002","PC","Percentage","0","Units",,,3.271,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2003","2003","PC","Percentage","0","Units",,,2.708,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2004","2004","PC","Percentage","0","Units",,,2.673,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2005","2005","PC","Percentage","0","Units",,,2.319,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2006","2006","PC","Percentage","0","Units",,,2.25,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2007","2007","PC","Percentage","0","Units",,,2.725,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2008","2008","PC","Percentage","0","Units",,,2.732,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2009","2009","PC","Percentage","0","Units",,,3.072,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2010","2010","PC","Percentage","0","Units",,,2.882,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2011","2011","PC","Percentage","0","Units",,,2.932,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2012","2012","PC","Percentage","0","Units",,,3.05,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2013","2013","PC","Percentage","0","Units",,,2.858,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2014","2014","PC","Percentage","0","Units",,,2.637,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2015","2015","PC","Percentage","0","Units",,,2.563,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2016","2016","PC","Percentage","0","Units",,,2.524,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2017","2017","PC","Percentage","0","Units",,,2.509,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2018","2018","PC","Percentage","0","Units",,,2.529,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","JPN","Japan","2019","2019","PC","Percentage","0","Units",,,2.642,,
"30","Voluntary private","90","Total","0","Total","0","Total","PCT_GDP","In percentage of Gross Domestic Product","KOR","Korea","1980","1980","PC","Percentage","0","Units",,,,"m","Data not available"
